Name,Year,Genre,Director,Writers,Rating,Liked,Acting,Story,Music
Bank Chor,2017,"Comedy, Crime, Thriller",Bumpy,"Ishita Moitra, Baljeet Singh Marwah",3.5,Yes,3.5,3.5,3
Durgamati: The Myth,2020,"Horror, Thriller",,Ashok G.,1.5,No,1.5,1.5,1
Singh Saab the Great,2013,"Action, Drama",Anil Sharma,Shaktimaan Talwar,1,No,1,1.5,1
83,2021,"Drama, History",,"Kabir Khan, Sanjay Puran Singh Chauhan, Vasan Bala",0.5,No,0.5,0.5,0
Dasvi,2022,"Drama, Comedy",Tushar Jalota,"Ritesh Shah, Suresh Nair, Sandeep Leyzell, Ram Bajpai",2.5,No,2.5,2.5,2
Nautanki Saala!,2013,"Comedy, Romance",,"Nipun Dharmadhikari, Rohan Sippy",4,Yes,4,4.5,4
The Big Bull,2021,"Crime, Drama",Kookie Gulati,"Kookie Gulati, Arjun Dhawan",1.5,No,1.5,1.5,1
Jodhaa Akbar,2008,"Romance, History, Drama",,"Ashutosh Gowariker, Haidar Ali",1.5,No,1.5,1.5,1
Angry Young Men,2024,"Comedy, Drama",Paul Morris,Paul Morris,3,No,3,3.5,3
Main Prem Ki Diwani Hoon,2003,"Romance, Drama",,Unknown,3,No,3,3.5,3
Housefull 3,2016,"Comedy, Romance",Sajid Samji,"K. Subash, Farhad Samji, Sajid Samji",1,No,1,1.5,1
Kyaa Kool Hai Hum,2005,Comedy,,Sachin Yardi,1.5,No,1.5,1.5,1
Kyaa Super Kool Hain Hum,2012,Drama,Sachin Yardi,Unknown,1,No,1,1.5,1
Fight Club: Members Only,2006,Action,,Sohail Khan,0.5,No,0.5,0.5,0
Bangistan,2015,"Comedy, Drama",Karan Anshuman,"Puneet Krishna, Karan Anshuman, Sumit Purohit",3.5,Yes,3.5,3.5,3
Freaky Ali,2016,"Comedy, Romance",,"Sohail Khan, Raaj Shaandilyaa",3,Yes,3,3.5,3
Deewaar: Let's Bring Our Heroes Home,2004,"Drama, Action",Milan Luthria,Shridhar Raghavan,3,No,3,3.5,3
Kyaa Kool Hain Hum 3,2016,Comedy,,Unknown,0.5,No,0.5,0.5,0
Ray,2021,"Drama, Music",Taylor Hackford,"James L. White, Taylor Hackford",3.5,Yes,3.5,3.5,3
Satyameva Jayate,2018,"Drama, Crime",,Unknown,3.5,Yes,3.5,3.5,3
Gangs of Wasseypur - Making Uncut -  The Roots of Revenge from Wasseypur,2013,Documentary,Neeraj Ghaywan,Unknown,5,Yes,5,5,5
Gunday,2014,"Action, Crime, Drama",,Ali Abbas Zafar,2,No,2,2.5,2
Sardar Ka Grandson,2021,"Comedy, Drama, Romance, Family",Kaashvie Nair,"Kaashvie Nair, Anuja Chauhan",0.5,No,0.5,0.5,0
India's Most Wanted,2019,"Action, Thriller",,Raj Kumar Gupta,0.5,No,0.5,0.5,0
Half Girlfriend,2017,"Romance, Drama",Mohit Suri,"Tushar Hiranandani, Ishita Moitra",0.5,No,0.5,0.5,0
"New York, I Love You",2008,"Comedy, Drama, Romance",,"Jim Strouse, Stephen Winter, Suketu Mehta, Olivier LÈcot, Israel Horovitz, Meng Yao, Shunji Iwai, Xan Cassavetes, Natalie Portman, Fatih Akin, Hall Powell, Jeff Nathanson, Hu Hong, Anthony Minghella, Joshua Marston",4,Yes,4,4.5,4
The Xpos√©,2014,Not Found,Not Found,Not Found,1,No,1,1.5,1
Meri Pyaari Bindu,2017,"Drama, Romance",,Suprotim Sengupta,3.5,Yes,3.5,3.5,3
Bala,2019,Action,Catherine Hardwicke,"Gareth Dunnet-Alcocer, Gerardo Naranjo",3,Yes,3,3.5,3
Hawaizaada,2015,"Drama, Fantasy, History",,"Vibhu Puri, Saurabh Bhave",4,Yes,4,4.5,4
Bewakoofiyaan,2014,"Romance, Comedy, Drama",Nupur Asthana,Habib Faisal,2.5,No,2.5,2.5,2
Kis Kisko Pyaar Karoon,2015,"Comedy, Romance",,"Anukalp Goswami, Dheeraj Sarna",2.5,No,2.5,2.5,2
Dilwale,2015,"Action, Drama, Romance",Harry Baweja,Karan Razdan,0.5,No,0.5,0.5,0
My Friend Ganesha,2007,"Family, Fantasy",,Rajiv S. Ruia,4,Yes,4,4.5,4
My Friend Ganesha 2,2008,"Animation, Family, Fantasy",Rajiv S. Ruia,"Rajiv S. Ruia, S. Sachinder",4,Yes,4,4.5,4
My Friend Ganesha 3,2010,"Drama, Animation, Comedy",,Unknown,3,No,3,3.5,3
Chatur Singh Two Star,2011,"Action, Adventure, Comedy",Ajay Chandhok,"Rumi Jaffery, Sai Kabir, Muktsar Mandar",3,Yes,3,3.5,3
Satyameva Jayate 2,2021,"Action, Crime, Drama, Thriller",,Milap Zaveri,0.5,No,0.5,0.5,0
Love Story 2050,2008,"Science Fiction, Romance",Harry Baweja,Harry Baweja,0.5,No,0.5,0.5,0
Youngistaan,2014,"Drama, Romance",,"Maitrey Bajpai, Ramiz Ilham Khan, Syed Ahmed Afzal",2,No,2,2.5,2
Mission Majnu,2023,"Thriller, Action, Drama, History",Shantanu Bagchi,"Sumit Batheja, Parveez Shaikh, Aseem Arora",0.5,No,0.5,0.5,0
"Good Boy, Bad Boy",2007,"Comedy, Romance",,Ashwini Chaudhary,2,No,2,2.5,2
Jolly LLB 2,2017,"Comedy, Crime",Subhash Kapoor,Subhash Kapoor,3.5,Yes,3.5,3.5,3
Scam 1992: The Harshad Mehta Story,2020,Not Found,,Not Found,5,Yes,5,5,5
Karthikeya 2,2022,"Mystery, Adventure, Thriller, Action",Chandoo Mondeti,Chandoo Mondeti,0.5,No,0.5,0.5,0
Ram Setu,2022,"Action, Adventure, Drama",,Abhishek Sharma,1,No,1,1.5,1
JL50,2020,Not Found,Not Found,Not Found,3,No,3,3.5,3
Bawaal,2023,"Drama, Romance, Action, History",,"Nitesh Tiwari, Piyush Gupta, Shreyas Jain, Ashwiny Iyer Tiwari, Nikhil Mehrotra",3,Yes,3,3.5,3
Street Dancer 3D,2020,Drama,Remo D'Souza,"Jagdeep Sidhu, Tushar Hiranandani, Remo D'Souza",0.5,No,0.5,0.5,0
Extraction,2020,"Action, Thriller",,Joe Russo,3,No,3,3.5,3
Cinema Paradiso,1988,"Drama, Romance",Giuseppe Tornatore,"Giuseppe Tornatore, Vanna Paoli",5,Yes,5,5,5
Baby Driver,2017,"Action, Crime",,Edgar Wright,3,Yes,3,3.5,3
Planet of the Apes,2001,"Science Fiction, Adventure, Drama, Action",Franklin J. Schaffner,"Michael Wilson, Rod Serling",3.5,Yes,3.5,3.5,3
Toilet: A Love Story,2017,"Comedy, Drama, Romance",,"Siddharth Singh, Garima Wahal",3.5,Yes,3.5,3.5,3
Bedtime Stories,2008,"Fantasy, Comedy, Family, Romance",Adam Shankman,"Tim Herlihy, Matt Lopez",3.5,Yes,3.5,3.5,3
Despicable Me 4,2024,"Family, Comedy, Animation, Science Fiction, Action",,"Mike White, Ken Daurio",3.5,Yes,3.5,3.5,3
Kamthaan,2024,"Drama, Comedy",Dhrunad,"Jaswant parmar, Abhishek Shah, Dhrunad",3,No,3,3.5,3
Raat,1992,Horror,,Salim Hyder,4,Yes,4,4.5,4
6-5=2,2013,"Mystery, Horror, Adventure",K. S. Ashoka,K. S. Ashoka,3.5,Yes,3.5,3.5,3
Dobaara: See Your Evil,2017,Horror,,Prawaal Raman,3,Yes,3,3.5,3
Thir13en Ghosts,2001,"Horror, Thriller",Steve Beck,"Richard D'Ovidio, Neal Marshall Stevens, Todd Alcott, Robb White",3.5,Yes,3.5,3.5,3
Tall Girl,2019,"Comedy, Drama, Romance",,Sam Wolfson,0.5,No,0.5,0.5,0
Olympus Has Fallen,2013,"Action, Thriller",Antoine Fuqua,"Katrin Benedikt, Creighton Rothenberger",3.5,Yes,3.5,3.5,3
London Has Fallen,2016,"Action, Thriller",,"Katrin Benedikt, Christian Gudegast, Creighton Rothenberger, Chad St. John",3.5,Yes,3.5,3.5,3
Angel Has Fallen,2019,"Action, Thriller",Ric Roman Waugh,"Robert Mark Kamen, Matt Cook, Katrin Benedikt, Ric Roman Waugh, Creighton Rothenberger",3,Yes,3,3.5,3
White House Down,2013,"Action, Drama, Thriller",,James Vanderbilt,2,No,2,2.5,2
Vantage Point,2008,"Drama, Action, Thriller, Crime",Pete Travis,Barry Levy,3.5,Yes,3.5,3.5,3
Surrogates,2009,"Science Fiction, Action, Thriller",,"Michael Ferris, John Brancato",3,No,3,3.5,3
Crank: High Voltage,2009,"Action, Thriller, Crime",Mark Neveldine,"Brian Taylor, Mark Neveldine",3,Yes,3,3.5,3
Guns Akimbo,2019,"Action, Comedy, Crime, Thriller",,Jason Lei Howden,2.5,No,2.5,2.5,2
The Maze Runner,2014,"Action, Mystery, Science Fiction, Thriller",Wes Ball,"Grant Pierce Myers, Noah Oppenheim, T.S. Nowlin",3.5,Yes,3.5,3.5,3
Maze Runner: The Death Cure,2018,"Science Fiction, Action, Adventure, Thriller",,T.S. Nowlin,3,Yes,3,3.5,3
The Hunger Games,2012,"Science Fiction, Adventure, Action, Thriller",Gary Ross,"Gary Ross, Billy Ray, Suzanne Collins",4,Yes,4,4.5,4
Lara Croft: Tomb Raider,2001,"Adventure, Action, Fantasy",,"Patrick Massett, John Zinman, Mike Werb, Sara B. Cooper, Michael Colleary",1.5,No,1.5,1.5,1
Lara Croft: Tomb Raider ‚Äì The Cradle of Life,2003,"Adventure, Action, Fantasy",Jan de Bont,"Dean Georgaris, Steven E. de Souza, James V. Hart",1,No,1,1.5,1
Red Notice,2021,"Action, Comedy, Crime",,Rawson Marshall Thurber,1,No,1,1.5,1
Enola Holmes,2020,"Adventure, Mystery, Crime",Harry Bradbeer,"Arthur Conan Doyle, Jack Thorne",2,No,2,2.5,2
The Mummy: Tomb of the Dragon Emperor,2008,"Adventure, Action, Fantasy",,"Alfred Gough, Miles Millar",4,Yes,4,4.5,4
The 5th Wave,2016,"Science Fiction, Adventure, Action",J Blakeson,"Susannah Grant, Jeff Pinkner, Akiva Goldsman",3,Yes,3,3.5,3
Independence Day,1996,"Action, Adventure, Science Fiction",,"Roland Emmerich, Dean Devlin",5,Yes,5,5,5
Independence Day: Resurgence,2016,"Action, Adventure, Science Fiction",Roland Emmerich,"Dean Devlin, Roland Emmerich, James Vanderbilt, Nicolas Wright, James A. Woods, Gabriel Sherman",4,Yes,4,4.5,4
Bhavesh Joshi Superhero,2018,"Action, Drama",,"Abhay Koranne, Anurag Kashyap, Vikramaditya Motwane",4,Yes,4,4.5,4
Real Steel,2011,"Action, Science Fiction, Drama",Shawn Levy,"Jeremy Leven, Dan Gilroy, John Gatins",4,Yes,4,4.5,4
Baadshah,1999,"Action, Comedy",,"Neeraj Vora, Shyam Goel",3.5,Yes,3.5,3.5,3
Mr. & Mrs. Khiladi,1997,"Comedy, Romance",David Dhawan,Unknown,3,Yes,3,3.5,3
Machine,2017,"Action, Science Fiction, Thriller",,"Patrick Hughes, James Beaufort",0.5,No,0.5,0.5,0
Catch-22,2019,"War, Comedy",Mike Nichols,Buck Henry,5,Yes,5,5,5
The Greatest Beer Run Ever,2022,"Drama, Comedy, War",,"Peter Farrelly, Pete Jones, Brian Hayes Currie",5,Yes,5,5,5
Dumb Money,2023,"History, Comedy, Drama",Craig Gillespie,"Rebecca Angelo, Lauren Schuker Blum",3,No,3,3.5,3
Catwoman,2004,"Action, Fantasy, Crime",,"John Rogers, Bob Kane, Michael Ferris, Theresa Rebeck, John Brancato",0.5,No,0.5,0.5,0
Batman & Robin,1997,"Action, Science Fiction, Adventure",Joel Schumacher,"Akiva Goldsman, Bob Kane",3,Yes,3,3.5,3
The Falcon and the Winter Soldier,2021,Not Found,,Not Found,1.5,No,1.5,1.5,1
Superman,1978,"Science Fiction, Adventure, Action",James Gunn,"James Gunn, Jerry Siegel, Joe Shuster",5,Yes,5,5,5
Finding Dory,2016,"Adventure, Animation, Family",,"Andrew Stanton, Bob Peterson, Victoria Strouse",0.5,No,0.5,0.5,0
The Boss Baby: Family Business,2021,"Animation, Comedy, Adventure, Family",Tom McGrath,"Michael McCullers, Tom McGrath",3,Yes,3,3.5,3
Chicken Run,2000,"Animation, Comedy, Family",,"Peter Lord, Nick Park, Karey Kirkpatrick",3.5,Yes,3.5,3.5,3
Open Season,2006,"Animation, Family, Adventure, Comedy",Roger Allers,"Nat Mauldin, Ron J. Friedman, Steve Bencich, Sam Harper",3.5,Yes,3.5,3.5,3
Open Season 2,2008,Comedy,,Antonin Fourlon,3.5,Yes,3.5,3.5,3
Open Season 3,2010,"Adventure, Animation, Family, Comedy",Cody Cameron,David I. Stern,3.5,Yes,3.5,3.5,3
Open Season: Scared Silly,2015,"Animation, Comedy, Family, Adventure",,"Steve Barr, John Norton, Kris Pearn, Stephan Franck, Paul McEvoy, David Feiss, Carlos Kotkin, John B. Carls, Jill Culton, Anthony Stacchi, Steve Moore",3.5,Yes,3.5,3.5,3
Over the Hedge,2006,"Family, Comedy, Animation, Adventure",Karey Kirkpatrick,"Karey Kirkpatrick, Lorne Cameron, Len Blum, Tom Lewis, Michael Fry, David Hoselton",3.5,Yes,3.5,3.5,3
The Angry Birds Movie 2,2019,"Animation, Adventure, Comedy, Family",,"Peter Ackerman, Eyal Podell, Jonathon E. Stewart",2.5,No,2.5,2.5,2
The Many Adventures of Winnie the Pooh,1977,"Animation, Family, Adventure",John Lounsbery,"Larry Clemmons, Vance Gerry, Ralph Wright, Ted Berman, Ken Anderson, Xavier Atencio, Eric Cleworth, Julius Svendsen, A.A. Milne",4,Yes,4,4.5,4
Once Upon a Deadpool,2018,"Comedy, Action, Adventure, Science Fiction",,"Ryan Reynolds, Rhett Reese, Paul Wernick",2.5,No,2.5,2.5,2
CTRL,2024,"Horror, Science Fiction",Harry Lindley,"Harry Lindley, Julian Mack",2.5,No,2.5,2.5,2
Isle of Dogs,2018,"Adventure, Comedy, Animation",,"Wes Anderson, Roman Coppola, Jason Schwartzman, Kunichi Nomura",4,Yes,4,4.5,4
Cousin Ben Troop Screening,2012,Comedy,Wes Anderson,"Wes Anderson, Roman Coppola",3,Yes,3,3.5,3
Do You Like to Read?,2012,"Comedy, Animation",,Wes Anderson,3,No,3,3.5,3
Ankhon Dekhi,2013,"Comedy, Drama",Rajat Kapoor,Rajat Kapoor,5,Yes,5,5,5
Castello Cavalcanti,2013,"Comedy, Drama",,Wes Anderson,3,Yes,3,3.5,3
Ragini MMS,2011,"Drama, Horror, Mystery",Pavan Kirpalani,"Vaspar Dandiwala, Mayank Tewaari",2,No,2,2.5,2
Phone Bhoot,2022,"Horror, Comedy",,"Ravi Shankaran, Jasvinder Singh Bath",3,Yes,3,3.5,3
Betaal,2020,,Harbans,Unknown,1,No,1,1.5,1
Creature 3D,2014,"Science Fiction, Horror",,Vikram Bhatt,2,No,2,2.5,2
Velle,2021,"Comedy, Crime",Deven Munjal,Pankaj Kumar,0.5,No,0.5,0.5,0
Zindagi Na Milegi Dobara,2011,"Drama, Comedy, Romance",,"Zoya Akhtar, Reema Kagti",5,Yes,5,5,5
Ahista Ahista,2006,Romance,Unknown,Unknown,3.5,Yes,3.5,3.5,3
Saawariya,2007,"Drama, Music, Romance, Family",,"Prakash R. Kapadia, Vibhu Puri",4,Yes,4,4.5,4
Bottle Rocket,1996,"Comedy, Crime, Drama",Wes Anderson,"Owen Wilson, Wes Anderson",3.5,Yes,3.5,3.5,3
Guzaarish,2010,"Drama, Romance",,"Sanjay Leela Bhansali, Bhavani Iyer, Rutvik Oza, Vibhu Puri",4,Yes,4,4.5,4
Black,2005,"Action, Adventure, Science Fiction",Ryan Coogler,"Ryan Coogler, Joe Robert Cole",3,Yes,3,3.5,3
Modern Masters: SS Rajamouli,2024,Documentary,,Unknown,1,No,1,1.5,1
Do Aur Do Pyaar,2024,"Romance, Comedy, Drama",Shirsha Guha Thakurta,"Eisha Chopra, Suprotim Sengupta",2.5,No,2.5,2.5,2
Hasmukh,2020,Drama,,Mahesh Dattani,4,Yes,4,4.5,4
Daawat-e-Ishq,2014,"Drama, Romance, Comedy",Habib Faisal,Habib Faisal,3.5,Yes,3.5,3.5,3
Bang Baaja Baaraat,2015,"Comedy, Drama, Romance",,"Habib Faisal, Maneesh Sharma",3,Yes,3,3.5,3
Khamoshi: The Musical,1996,"Drama, Romance",Sanjay Leela Bhansali,Sanjay Leela Bhansali,4,Yes,4,4.5,4
Vettaiyan,2024,"Action, Crime, Drama",,"Kiruthika B, T. J. Gnanavel",1,No,1,1.5,1
Zwigato,2022,Drama,Nandita Das,"Nandita Das, Samir Patil",2.5,No,2.5,2.5,2
Leila,2019,"Thriller, Drama",,Lesley Manning,3,No,3,3.5,3
Bicycle Thieves,1948,Drama,Vittorio De Sica,"Cesare Zavattini, Oreste Biancoli, Suso Cecchi d'Amico, Vittorio De Sica, Adolfo Franci, Gerardo Guerrieri, Gherardo Gherardi",5,Yes,5,5,5
Raja Babu,1994,"Comedy, Drama, Romance",,K. Bhagyaraj,2,No,2,2.5,2
Gopi Kishan,1994,"Action, Comedy, Drama",Mukesh Duggal,Anees Bazmee,3,Yes,3,3.5,3
Bol Radha Bol,1992,"Comedy, Thriller, Romance",,Sanjeev Duggal,3,Yes,3,3.5,3
Ek Doctor Ki Maut,1990,Drama,Tapan Sinha,"Ramapada Chowdhury, Tapan Sinha",5,Yes,5,5,5
Singham Again,2024,"Action, Drama, Thriller, Crime",,"Abhijeet Khuman, Rohit Shetty, Anusha Nandakumar, Yunus Sajawal, Kshitij Patwardhan, Sandeep Saket",1.5,No,1.5,1.5,1
Meiyazhagan,2024,"Family, Drama",C. Prem Kumar,C. Prem Kumar,3.5,Yes,3.5,3.5,3
Hostel Hudugaru Bekagiddare,2023,Comedy,,Nithin Krishnamurthy,4,Yes,4,4.5,4
Scooby-Doo,2002,"Mystery, Adventure, Comedy",Raja Gosnell,"James Gunn, Craig Titley",3,No,3,3.5,3
Lemony Snicket's A Series of Unfortunate Events,2004,"Adventure, Comedy, Family",,Robert Gordon,3.5,Yes,3.5,3.5,3
Fighter,2024,"Action, Comedy, Fantasy",Kitao Sakurai,"Dalan Musson, Gary Dauberman, T.J. Fixman, Kitao Sakurai",1.5,No,1.5,1.5,1
The Vaccine War,2023,"Drama, Thriller",,Vivek Agnihotri,0.5,No,0.5,0.5,0
Kaalakaandi,2018,"Comedy, Thriller, Drama",Akshat Verma,"karthik bera, Akshat Verma",4,Yes,4,4.5,4
Arjun Patiala,2019,"Comedy, Romance",,Ritesh Shah,2,No,2,2.5,2
Chernobyl,2019,"Drama, History, Action",Danila Kozlovsky,"Alexey Kazakov, Elena Ivanova",5,Yes,5,5,5
The Conjuring 2,2016,Horror,,"Carey Hayes, Chad Hayes, James Wan, David Leslie Johnson-McGoldrick",3,Yes,3,3.5,3
The Conjuring: The Devil Made Me Do It,2021,"Horror, Mystery, Thriller",Michael Chaves,"David Leslie Johnson-McGoldrick, Chad Hayes, Carey Hayes, James Wan",1.5,No,1.5,1.5,1
Elf,2003,"Comedy, Family, Fantasy",,"David Berenbaum, Jon Favreau",2,No,2,2.5,2
8-Bit Christmas,2021,"Family, Comedy",Michael Dowse,Kevin Jakubowski,2,No,2,2.5,2
Doctor Who: The Giggle,2023,Not Found,,Not Found,3.5,Yes,3.5,3.5,3
Klaus,2019,"Animation, Family, Comedy",Sergio Pablos,"Zach Lewis, Jim Mahoney, Sergio Pablos",5,Yes,5,5,5
The Last Voyage of the Demeter,2023,"Horror, Fantasy",,"Zak Olkewicz, Bragi F. Schut",1,No,1,1.5,1
Pleasure,2021,Drama,Ninja Thyberg,Ninja Thyberg,3,Yes,3,3.5,3
The Sabarmati Report,2024,"Drama, Thriller, Crime",,"Arjun Bhandegaonkar, Avinash Singh Tomar, Aseem Arora",0.5,No,0.5,0.5,0
Lucky Baskhar,2024,"Thriller, Crime, Drama",Venky Atluri,Venky Atluri,3.5,Yes,3.5,3.5,3
Missing,2018,"Drama, Mystery, Thriller",,"Nicholas D. Johnson, Will Merrick, Sev Ohanian, Aneesh Chaganty",3.5,Yes,3.5,3.5,3
Grown Ups 2,2013,Comedy,Dennis Dugan,"Adam Sandler, Fred Wolf, Tim Herlihy",4.5,Yes,4.5,4.5,4
Happy Ending,2014,"Drama, Romance",,"Rush Borja, Erick Castro",3,No,3,3.5,3
Pari,2018,Drama,Siamak Etemadi,Siamak Etemadi,3,Yes,3,3.5,3
3 AM - A Paranormal Experience,2014,"Horror, Romance",,Vishal Mahadkar,0.5,No,0.5,0.5,0
Chhalaang,2020,"Comedy, Drama",Hansal Mehta,"Luv Ranjan, Zeishan Quadri, Aseem Arora",2,No,2,2.5,2
Vicky Vidya Ka Woh Wala Video,2024,Comedy,,"Yusuf Ali Khan, Raaj Shaandilyaa",0.5,No,0.5,0.5,0
Khufiya,2023,"Crime, Thriller, Mystery",Vishal Bhardwaj,"Rohan Narula, Vishal Bhardwaj",4,Yes,4,4.5,4
Sam Bahadur,2023,"Drama, History, War",,"Bhavani Iyer, Shantanu Srivastava, Meghna Gulzar",0.5,No,0.5,0.5,0
Aath Aana,2023,Drama,Pragyan,Pragyan,3.5,Yes,3.5,3.5,3
Chup,2022,Comedy,,"Neeraj Vora, Priyadarshan",3.5,Yes,3.5,3.5,3
Two Acres of Land,1953,Drama,Bimal Roy,"Salil Chowdhury, Hrishikesh Mukherjee",4.5,Yes,4.5,4.5,4
12 ‚Äúo‚Äù CLOCK,2021,Not Found,,Not Found,3.5,Yes,3.5,3.5,3
Rifle Club,2024,"Action, Thriller",Aashiq Abu,"Suhas, Syam Pushkaran, Dileesh Nair",3,Yes,3,3.5,3
AK vs AK: The Final Battle,2020,Comedy,,Unknown,3,Yes,3,3.5,3
Detective Byomkesh Bakshy!,2015,"Action, Mystery, Drama",Dibakar Banerjee,"Dibakar Banerjee, Urmi Juvekar",3,No,3,3.5,3
Bhool Bhulaiyaa 3,2024,"Horror, Comedy",,Aakash Kaushik,0.5,No,0.5,0.5,0
RRR: Behind & Beyond,2024,Documentary,S. S. Rajamouli,Unknown,3,No,3,3.5,3
Wild Wild Punjab,2024,"Comedy, Adventure",,"Luv Ranjan, Sandeep Jain, Harman Wadala",3.5,Yes,3.5,3.5,3
Sonic the Hedgehog,2020,"Action, Science Fiction, Comedy, Family",Jeff Fowler,"Josh Miller, Patrick Casey",3.5,Yes,3.5,3.5,3
Die Hard,1988,"Action, Thriller",,"Jeb Stuart, Steven E. de Souza",3.5,Yes,3.5,3.5,3
Sonic the Hedgehog 3,2024,"Action, Science Fiction, Comedy, Family",Jeff Fowler,"Patrick Casey, Josh Miller, John Whittington",3.5,Yes,3.5,3.5,3
Face/Off,1997,"Action, Crime, Science Fiction",,"Mike Werb, Michael Colleary",4,Yes,4,4.5,4
Bajatey Raho,2013,"Comedy, Drama, Thriller",Shashant Shah,Unknown,3,Yes,3,3.5,3
Chhappad Phaad Ke,2019,"Drama, Comedy",,"Sameer Joshi, Yashodhan Kelkar",3.5,Yes,3.5,3.5,3
Suraj Pe Mangal Bhari,2020,"Comedy, Drama",Abhishek Sharma,"Rohan Shankar, Shokhi Banerjee",2.5,No,2.5,2.5,2
Love Ni Bhavai,2017,"Romance, Drama, Comedy",,"Nehal Bakshi, Mitai Shukla",4.5,Yes,4.5,4.5,4
Chef,2017,"Drama, Comedy, Family",Raja Menon,"Raja Menon, Ritesh Shah, Suresh Nair",3,Yes,3,3.5,3
Eklavya: The Royal Guard,2007,"Action, Drama, Thriller",,"Vidhu Vinod Chopra, Abhijat Joshi",3.5,Yes,3.5,3.5,3
Paan Singh Tomar,2012,"Crime, Drama",Tigmanshu Dhulia,"Tigmanshu Dhulia, Sanjay Chauhan",3,No,3,3.5,3
Mrs.,2023,Drama,,"Sudipa Chatterjee, Agnidev Chatterjee",2,No,2,2.5,2
Emergency,2025,"Comedy, Drama, Thriller",Carey Williams,K.D. D·vila,0.5,No,0.5,0.5,0
Sky Force,2025,"Action, Thriller, War, History",,"Sandeep Kewlani, Carl Austin, Niren Bhatt",2,No,2,2.5,2
Madam Chief Minister,2021,Drama,Subhash Kapoor,Subhash Kapoor,1.5,No,1.5,1.5,1
Phas Gaye Re Obama,2010,"Comedy, Crime",,"Subhash Kapoor, Shellee, Gopal Tiwari",4,Yes,4,4.5,4
A Flying Jatt,2016,"Fantasy, Action, Adventure",Remo D'Souza,"Tushar Hiranandani, Remo D'Souza, Aakash Kaushik, Madhur Sharma",0.5,No,0.5,0.5,0
The Gorge,2025,"Romance, Science Fiction, Thriller",,Zach Dean,3,Yes,3,3.5,3
Darkest Hour,2017,"Drama, History",Joe Wright,Anthony McCarten,4,Yes,4,4.5,4
Charlie Wilson's War,2007,"Comedy, Drama, History",,Aaron Sorkin,3.5,Yes,3.5,3.5,3
A Death in the Gunj,2016,"Drama, Thriller",Konkona Sen Sharma,"Konkona Sen Sharma, Mukul Sharma",1.5,No,1.5,1.5,1
Crazxy,2025,Thriller,,Girish Kohli,0.5,No,0.5,0.5,0
Superboys of Malegaon,2024,"Comedy, Drama, History",Reema Kagti,Varun Grover,3.5,Yes,3.5,3.5,3
Gold,2018,"Adventure, Drama, Thriller",,"Patrick Massett, John Zinman",0.5,No,0.5,0.5,0
Dabba Cartel,2025,Not Found,Not Found,Not Found,2,No,2,2.5,2
Contact,1997,"Drama, Science Fiction, Mystery",,"James V. Hart, Michael Goldenberg, Carl Sagan, Ann Druyan",3.5,Yes,3.5,3.5,3
Midnight Mass,2021,Drama,Ivan Predmersk˝,Unknown,3.5,Yes,3.5,3.5,3
Begum Jaan,2017,"Action, Drama, History",,"Srijit Mukherji, Niranjan Iyengar, Kausar Munir",2,No,2,2.5,2
UI,2024,"Thriller, Fantasy",Upendra,Upendra,3,No,3,3.5,3
Spider-Man: Across the Spider-Verse,2023,"Animation, Action, Adventure, Science Fiction",,"Phil Lord, Christopher Miller, David Callaham",2.5,No,2.5,2.5,2
Fantastic Beasts: The Secrets of Dumbledore,2022,"Fantasy, Adventure",David Yates,"J.K. Rowling, Steve Kloves",3.5,Yes,3.5,3.5,3
Fakt Mahilao Maate,2022,"Comedy, Drama",,"Jay Bodas, Karan Bhanushali, Humayun Makrani",2.5,No,2.5,2.5,2
Why Cheat India,2019,"Drama, Crime",Soumik Sen,Soumik Sen,2.5,No,2.5,2.5,2
Sabdham,2025,"Thriller, Horror",,Arivazhagan Venkatachalam,2,No,2,2.5,2
Novocaine,2025,"Action, Comedy, Thriller",Dan Berk,Lars Jacobson,2,No,2,2.5,2
The Fakir of Venice,2009,"Comedy, Drama",,"Rajesh Devraj, Homi Adajania",3.5,Yes,3.5,3.5,3
Baida,2025,"Adventure, Science Fiction, Thriller",Puneet Sharma,Sudhanshu Rai,1,No,1,1.5,1
The Diplomat,2025,"Thriller, Drama",,Ritesh Shah,2,No,2,2.5,2
3 Idiotas,2017,"Family, Comedy",Carlos Bolado,"Martha Higareda, Mariana Alatriste, Juan Santiago Huerta, Bernardo Rugama",2,No,2,2.5,2
The Four Feathers,2002,"Action, Adventure, Drama, Romance, War",,"Michael Schiffer, Hossein Amini",4,Yes,4,4.5,4
Reva,2018,Drama,Vinit Kanojia,"Vinit Kanojia, Chetan Dhanani, Rahul Bhole",3.5,Yes,3.5,3.5,3
Bachubhai,2023,"Drama, Comedy",,"Chirayu Mistry, Om Bhatt, Manan Desai",0.5,No,0.5,0.5,0
Zakir Khan: Delulu Express,2025,Comedy,Karan Asnani,Zakir Khan,3.5,Yes,3.5,3.5,3
Zakir Khan: Kaksha Gyarvi,2018,Comedy,,Zakir Khan,5,Yes,5,5,5
Zakir Khan: Tathastu,2022,"Comedy, TV Movie",Unknown,Zakir Khan,5,Yes,5,5,5
Zakir Khan: Mannpasand,2023,Comedy,,Zakir Khan,3.5,Yes,3.5,3.5,3
